#Perc	time	N	Ekin	Epot	Eges
73.3%	733.43	5	0.523761	12.1287	12.6525
73.3%	733.44	5	0.524492	12.128	12.6525
73.3%	733.45	5	0.525174	12.1273	12.6525
73.3%	733.46	5	0.525806	12.1267	12.6525
73.3%	733.47	5	0.526382	12.1261	12.6525
73.3%	733.48	5	0.526899	12.1256	12.6525
73.3%	733.49	5	0.527355	12.1252	12.6525
73.4%	733.5	5	0.527746	12.1248	12.6525
73.4%	733.51	5	0.52807	12.1244	12.6525
73.4%	733.52	5	0.528323	12.1242	12.6525
73.4%	733.53	5	0.528505	12.124	12.6525
73.4%	733.54	5	0.528614	12.1239	12.6525
73.4%	733.55	5	0.528648	12.1239	12.6525
73.4%	733.56	5	0.528605	12.1239	12.6525
73.4%	733.57	5	0.528486	12.124	12.6525
73.4%	733.58	5	0.52829	12.1242	12.6525
73.4%	733.59	5	0.528015	12.1245	12.6525
73.4%	733.6	5	0.527664	12.1248	12.6525
73.4%	733.61	5	0.527235	12.1253	12.6525
73.4%	733.62	5	0.52673	12.1258	12.6525
73.4%	733.63	5	0.52615	12.1264	12.6525
73.4%	733.64	5	0.525495	12.127	12.6525
73.4%	733.65	5	0.524768	12.1277	12.6525
73.4%	733.66	5	0.52397	12.1285	12.6525
73.4%	733.67	5	0.523102	12.1294	12.6525
73.4%	733.68	5	0.522169	12.1303	12.6525
73.4%	733.69	5	0.521171	12.1313	12.6525
73.4%	733.7	5	0.520112	12.1324	12.6525
73.4%	733.71	5	0.518994	12.1335	12.6525
73.4%	733.72	5	0.517821	12.1347	12.6525
73.4%	733.73	5	0.516596	12.1359	12.6525
73.4%	733.74	5	0.515323	12.1372	12.6525
73.4%	733.75	5	0.514004	12.1385	12.6525
73.4%	733.76	5	0.512645	12.1399	12.6525
73.4%	733.77	5	0.511248	12.1413	12.6525
73.4%	733.78	5	0.509819	12.1427	12.6525
73.4%	733.79	5	0.50836	12.1442	12.6525
73.4%	733.8	5	0.506876	12.1456	12.6525
73.4%	733.81	5	0.505371	12.1471	12.6525
73.4%	733.82	5	0.50385	12.1487	12.6525
73.4%	733.83	5	0.502317	12.1502	12.6525
73.4%	733.84	5	0.500775	12.1517	12.6525
73.4%	733.85	5	0.49923	12.1533	12.6525
73.4%	733.86	5	0.497684	12.1548	12.6525
73.4%	733.87	5	0.496143	12.1564	12.6525
73.4%	733.88	5	0.494611	12.1579	12.6525
73.4%	733.89	5	0.49309	12.1594	12.6525
73.4%	733.9	5	0.491585	12.1609	12.6525
73.4%	733.91	5	0.4901	12.1624	12.6525
73.4%	733.92	5	0.488637	12.1639	12.6525
73.4%	733.93	5	0.4872	12.1653	12.6525
73.4%	733.94	5	0.485793	12.1667	12.6525
73.4%	733.95	5	0.484417	12.1681	12.6525
73.4%	733.96	5	0.483075	12.1694	12.6525
73.4%	733.97	5	0.48177	12.1707	12.6525
73.4%	733.98	5	0.480504	12.172	12.6525
73.4%	733.99	5	0.479278	12.1732	12.6525
73.4%	734	5	0.478094	12.1744	12.6525
73.4%	734.01	5	0.476954	12.1756	12.6525
73.4%	734.02	5	0.475858	12.1767	12.6525
73.4%	734.03	5	0.474806	12.1777	12.6525
73.4%	734.04	5	0.4738	12.1787	12.6525
73.4%	734.05	5	0.472839	12.1797	12.6525
73.4%	734.06	5	0.471923	12.1806	12.6525
73.4%	734.07	5	0.471052	12.1815	12.6525
73.4%	734.08	5	0.470224	12.1823	12.6525
73.4%	734.09	5	0.469439	12.1831	12.6525
73.4%	734.1	5	0.468695	12.1838	12.6525
73.4%	734.11	5	0.467991	12.1845	12.6525
73.4%	734.12	5	0.467325	12.1852	12.6525
73.4%	734.13	5	0.466694	12.1858	12.6525
73.4%	734.14	5	0.466097	12.1864	12.6525
73.4%	734.15	5	0.465531	12.187	12.6525
73.4%	734.16	5	0.464993	12.1875	12.6525
73.4%	734.17	5	0.464481	12.188	12.6525
73.4%	734.18	5	0.463991	12.1885	12.6525
73.4%	734.19	5	0.46352	12.189	12.6525
73.4%	734.2	5	0.463065	12.1895	12.6525
73.4%	734.21	5	0.462624	12.1899	12.6525
73.4%	734.22	5	0.462191	12.1903	12.6525
73.4%	734.23	5	0.461765	12.1908	12.6525
73.4%	734.24	5	0.461342	12.1912	12.6525
73.4%	734.25	5	0.460918	12.1916	12.6525
73.4%	734.26	5	0.460491	12.192	12.6525
73.4%	734.27	5	0.460056	12.1925	12.6525
73.4%	734.28	5	0.459611	12.1929	12.6525
73.4%	734.29	5	0.459152	12.1934	12.6525
73.4%	734.3	5	0.458677	12.1938	12.6525
73.4%	734.31	5	0.458183	12.1943	12.6525
73.4%	734.32	5	0.457668	12.1949	12.6525
73.4%	734.33	5	0.457128	12.1954	12.6525
73.4%	734.34	5	0.456562	12.196	12.6525
73.4%	734.35	5	0.455968	12.1966	12.6525
73.4%	734.36	5	0.455344	12.1972	12.6525
73.4%	734.37	5	0.454689	12.1978	12.6525
73.4%	734.38	5	0.454001	12.1985	12.6525
73.4%	734.39	5	0.453279	12.1992	12.6525
73.4%	734.4	5	0.452524	12.2	12.6525
73.4%	734.41	5	0.451734	12.2008	12.6525
73.4%	734.42	5	0.450911	12.2016	12.6525
73.4%	734.43	5	0.450053	12.2025	12.6525
73.4%	734.44	5	0.449163	12.2034	12.6525
73.4%	734.45	5	0.44824	12.2043	12.6525
73.4%	734.46	5	0.447288	12.2052	12.6525
73.4%	734.47	5	0.446306	12.2062	12.6525
73.4%	734.48	5	0.445299	12.2072	12.6525
73.4%	734.49	5	0.444267	12.2083	12.6525
73.5%	734.5	5	0.443215	12.2093	12.6525
73.5%	734.51	5	0.442144	12.2104	12.6525
73.5%	734.52	5	0.44106	12.2115	12.6525
73.5%	734.53	5	0.439965	12.2126	12.6525
73.5%	734.54	5	0.438863	12.2137	12.6525
73.5%	734.55	5	0.43776	12.2148	12.6525
73.5%	734.56	5	0.43666	12.2159	12.6525
73.5%	734.57	5	0.435568	12.217	12.6525
73.5%	734.58	5	0.43449	12.218	12.6525
73.5%	734.59	5	0.43343	12.2191	12.6525
73.5%	734.6	5	0.432395	12.2201	12.6525
73.5%	734.61	5	0.43139	12.2211	12.6525
73.5%	734.62	5	0.430422	12.2221	12.6525
73.5%	734.63	5	0.429496	12.223	12.6525
73.5%	734.64	5	0.428619	12.2239	12.6525
73.5%	734.65	5	0.427798	12.2247	12.6525
73.5%	734.66	5	0.427038	12.2255	12.6525
73.5%	734.67	5	0.426345	12.2262	12.6525
73.5%	734.68	5	0.425727	12.2268	12.6525
73.5%	734.69	5	0.42519	12.2273	12.6525
73.5%	734.7	5	0.424738	12.2278	12.6525
73.5%	734.71	5	0.424379	12.2282	12.6525
73.5%	734.72	5	0.424119	12.2284	12.6525
73.5%	734.73	5	0.423962	12.2286	12.6525
73.5%	734.74	5	0.423914	12.2286	12.6525
73.5%	734.75	5	0.42398	12.2286	12.6525
73.5%	734.76	5	0.424164	12.2284	12.6525
73.5%	734.77	5	0.424472	12.2281	12.6525
73.5%	734.78	5	0.424906	12.2276	12.6525
73.5%	734.79	5	0.425471	12.2271	12.6525
73.5%	734.8	5	0.426169	12.2264	12.6525
73.5%	734.81	5	0.427003	12.2255	12.6525
73.5%	734.82	5	0.427975	12.2246	12.6525
73.5%	734.83	5	0.429086	12.2234	12.6525
73.5%	734.84	5	0.430338	12.2222	12.6525
73.5%	734.85	5	0.431731	12.2208	12.6525
73.5%	734.86	5	0.433266	12.2193	12.6525
73.5%	734.87	5	0.434941	12.2176	12.6525
73.5%	734.88	5	0.436755	12.2158	12.6525
73.5%	734.89	5	0.438706	12.2138	12.6525
73.5%	734.9	5	0.440793	12.2117	12.6525
73.5%	734.91	5	0.443012	12.2095	12.6525
73.5%	734.92	5	0.445361	12.2072	12.6525
73.5%	734.93	5	0.447835	12.2047	12.6525
73.5%	734.94	5	0.450429	12.2021	12.6525
73.5%	734.95	5	0.45314	12.1994	12.6525
73.5%	734.96	5	0.455962	12.1966	12.6525
73.5%	734.97	5	0.458888	12.1937	12.6525
73.5%	734.98	5	0.461913	12.1906	12.6526
73.5%	734.99	5	0.465031	12.1875	12.6526
73.5%	735	5	0.468234	12.1843	12.6526
73.5%	735.01	5	0.471515	12.181	12.6526
73.5%	735.02	5	0.474868	12.1777	12.6526
73.5%	735.03	5	0.478283	12.1743	12.6526
73.5%	735.04	5	0.481754	12.1708	12.6526
73.5%	735.05	5	0.485273	12.1673	12.6526
73.5%	735.06	5	0.48883	12.1637	12.6526
73.5%	735.07	5	0.492419	12.1602	12.6526
73.5%	735.08	5	0.49603	12.1566	12.6526
73.5%	735.09	5	0.499656	12.1529	12.6526
73.5%	735.1	5	0.503287	12.1493	12.6526
73.5%	735.11	5	0.506917	12.1457	12.6526
73.5%	735.12	5	0.510537	12.1421	12.6526
73.5%	735.13	5	0.514138	12.1385	12.6526
73.5%	735.14	5	0.517713	12.1349	12.6526
73.5%	735.15	5	0.521255	12.1314	12.6526
73.5%	735.16	5	0.524755	12.1279	12.6526
73.5%	735.17	5	0.528207	12.1244	12.6526
73.5%	735.18	5	0.531603	12.121	12.6526
73.5%	735.19	5	0.534938	12.1177	12.6526
73.5%	735.2	5	0.538203	12.1144	12.6526
73.5%	735.21	5	0.541394	12.1112	12.6526
73.5%	735.22	5	0.544505	12.1081	12.6526
73.5%	735.23	5	0.547529	12.1051	12.6526
73.5%	735.24	5	0.550463	12.1022	12.6526
73.5%	735.25	5	0.5533	12.0993	12.6526
73.5%	735.26	5	0.556037	12.0966	12.6526
73.5%	735.27	5	0.55867	12.094	12.6526
73.5%	735.28	5	0.561195	12.0914	12.6526
73.5%	735.29	5	0.563609	12.089	12.6526
73.5%	735.3	5	0.565909	12.0867	12.6526
73.5%	735.31	5	0.568092	12.0846	12.6526
73.5%	735.32	5	0.570156	12.0825	12.6526
73.5%	735.33	5	0.5721	12.0805	12.6526
73.5%	735.34	5	0.573923	12.0787	12.6526
73.5%	735.35	5	0.575622	12.077	12.6526
73.5%	735.36	5	0.577198	12.0754	12.6526
73.5%	735.37	5	0.57865	12.074	12.6526
73.5%	735.38	5	0.579979	12.0727	12.6526
73.5%	735.39	5	0.581185	12.0715	12.6526
73.5%	735.4	5	0.582269	12.0704	12.6526
73.5%	735.41	5	0.583232	12.0694	12.6526
73.5%	735.42	5	0.584075	12.0686	12.6526
73.5%	735.43	5	0.584801	12.0678	12.6526
73.5%	735.44	5	0.585412	12.0672	12.6526
73.5%	735.45	5	0.58591	12.0667	12.6526
73.5%	735.46	5	0.586297	12.0664	12.6526
73.5%	735.47	5	0.586578	12.0661	12.6526
73.5%	735.48	5	0.586756	12.0659	12.6526
73.5%	735.49	5	0.586833	12.0658	12.6526
73.6%	735.5	5	0.586814	12.0658	12.6526
73.6%	735.51	5	0.586704	12.0659	12.6526
73.6%	735.52	5	0.586506	12.0661	12.6527
73.6%	735.53	5	0.586224	12.0664	12.6527
73.6%	735.54	5	0.585865	12.0668	12.6527
73.6%	735.55	5	0.585433	12.0672	12.6527
73.6%	735.56	5	0.584932	12.0677	12.6527
73.6%	735.57	5	0.584368	12.0683	12.6527
73.6%	735.58	5	0.583747	12.0689	12.6527
73.6%	735.59	5	0.583074	12.0696	12.6527
73.6%	735.6	5	0.582354	12.0703	12.6527
73.6%	735.61	5	0.581594	12.0711	12.6527
73.6%	735.62	5	0.580798	12.0719	12.6527
73.6%	735.63	5	0.579972	12.0727	12.6527
73.6%	735.64	5	0.579123	12.0735	12.6527
73.6%	735.65	5	0.578255	12.0744	12.6527
73.6%	735.66	5	0.577375	12.0753	12.6527
73.6%	735.67	5	0.576487	12.0762	12.6527
73.6%	735.68	5	0.575598	12.0771	12.6527
73.6%	735.69	5	0.574712	12.078	12.6527
73.6%	735.7	5	0.573835	12.0788	12.6527
73.6%	735.71	5	0.572971	12.0797	12.6527
73.6%	735.72	5	0.572127	12.0805	12.6527
73.6%	735.73	5	0.571305	12.0814	12.6527
73.6%	735.74	5	0.570511	12.0822	12.6527
73.6%	735.75	5	0.56975	12.0829	12.6527
73.6%	735.76	5	0.569024	12.0836	12.6527
73.6%	735.77	5	0.568337	12.0843	12.6527
73.6%	735.78	5	0.567694	12.085	12.6527
73.6%	735.79	5	0.567096	12.0856	12.6527
73.6%	735.8	5	0.566548	12.0861	12.6527
73.6%	735.81	5	0.566051	12.0866	12.6527
73.6%	735.82	5	0.565608	12.0871	12.6527
73.6%	735.83	5	0.56522	12.0875	12.6527
73.6%	735.84	5	0.564889	12.0878	12.6527
73.6%	735.85	5	0.564617	12.0881	12.6527
73.6%	735.86	5	0.564403	12.0883	12.6527
73.6%	735.87	5	0.564249	12.0884	12.6527
73.6%	735.88	5	0.564156	12.0885	12.6527
73.6%	735.89	5	0.564122	12.0886	12.6527
73.6%	735.9	5	0.564147	12.0885	12.6527
73.6%	735.91	5	0.564232	12.0884	12.6527
73.6%	735.92	5	0.564374	12.0883	12.6527
73.6%	735.93	5	0.564572	12.0881	12.6527
73.6%	735.94	5	0.564825	12.0878	12.6527
73.6%	735.95	5	0.565131	12.0875	12.6527
73.6%	735.96	5	0.565488	12.0872	12.6527
73.6%	735.97	5	0.565894	12.0868	12.6527
73.6%	735.98	5	0.566345	12.0863	12.6527
73.6%	735.99	5	0.566839	12.0858	12.6527
73.6%	736	5	0.567374	12.0853	12.6527
73.6%	736.01	5	0.567946	12.0847	12.6527
73.6%	736.02	5	0.568552	12.0841	12.6527
73.6%	736.03	5	0.569188	12.0835	12.6527
73.6%	736.04	5	0.569851	12.0828	12.6527
73.6%	736.05	5	0.570538	12.0821	12.6527
73.6%	736.06	5	0.571244	12.0814	12.6527
73.6%	736.07	5	0.571966	12.0807	12.6527
73.6%	736.08	5	0.5727	12.08	12.6527
73.6%	736.09	5	0.573442	12.0792	12.6527
73.6%	736.1	5	0.574188	12.0785	12.6527
73.6%	736.11	5	0.574935	12.0777	12.6527
73.6%	736.12	5	0.575679	12.077	12.6527
73.6%	736.13	5	0.576416	12.0763	12.6527
73.6%	736.14	5	0.577142	12.0755	12.6527
73.6%	736.15	5	0.577853	12.0748	12.6527
73.6%	736.16	5	0.578546	12.0741	12.6527
73.6%	736.17	5	0.579218	12.0735	12.6527
73.6%	736.18	5	0.579865	12.0728	12.6527
73.6%	736.19	5	0.580484	12.0722	12.6527
73.6%	736.2	5	0.581071	12.0716	12.6527
73.6%	736.21	5	0.581623	12.0711	12.6527
73.6%	736.22	5	0.582139	12.0705	12.6527
73.6%	736.23	5	0.582614	12.0701	12.6527
73.6%	736.24	5	0.583047	12.0696	12.6527
73.6%	736.25	5	0.583434	12.0692	12.6527
73.6%	736.26	5	0.583774	12.0689	12.6527
73.6%	736.27	5	0.584065	12.0686	12.6527
73.6%	736.28	5	0.584304	12.0684	12.6527
73.6%	736.29	5	0.584489	12.0682	12.6527
73.6%	736.3	5	0.58462	12.0681	12.6527
73.6%	736.31	5	0.584694	12.068	12.6527
73.6%	736.32	5	0.584711	12.068	12.6527
73.6%	736.33	5	0.58467	12.068	12.6527
73.6%	736.34	5	0.584568	12.0681	12.6527
73.6%	736.35	5	0.584407	12.0683	12.6527
73.6%	736.36	5	0.584185	12.0685	12.6527
73.6%	736.37	5	0.583902	12.0688	12.6527
73.6%	736.38	5	0.583557	12.0691	12.6527
73.6%	736.39	5	0.583152	12.0695	12.6527
73.6%	736.4	5	0.582686	12.07	12.6527
73.6%	736.41	5	0.582159	12.0705	12.6527
73.6%	736.42	5	0.581572	12.0711	12.6527
73.6%	736.43	5	0.580926	12.0718	12.6527
73.6%	736.44	5	0.580221	12.0725	12.6527
73.6%	736.45	5	0.579459	12.0732	12.6527
73.6%	736.46	5	0.578641	12.074	12.6527
73.6%	736.47	5	0.577768	12.0749	12.6527
73.6%	736.48	5	0.576842	12.0758	12.6527
73.6%	736.49	5	0.575864	12.0768	12.6527
73.7%	736.5	5	0.574837	12.0778	12.6527
73.7%	736.51	5	0.573761	12.0789	12.6527
73.7%	736.52	5	0.57264	12.08	12.6527
73.7%	736.53	5	0.571476	12.0812	12.6527
73.7%	736.54	5	0.57027	12.0824	12.6527
73.7%	736.55	5	0.569025	12.0837	12.6527
73.7%	736.56	5	0.567744	12.0849	12.6527
73.7%	736.57	5	0.566429	12.0863	12.6527
73.7%	736.58	5	0.565083	12.0876	12.6527
73.7%	736.59	5	0.563709	12.089	12.6527
73.7%	736.6	5	0.56231	12.0904	12.6527
73.7%	736.61	5	0.560888	12.0918	12.6527
73.7%	736.62	5	0.559446	12.0932	12.6527
73.7%	736.63	5	0.557988	12.0947	12.6527
73.7%	736.64	5	0.556517	12.0962	12.6527
73.7%	736.65	5	0.555035	12.0977	12.6527
73.7%	736.66	5	0.553545	12.0991	12.6527
73.7%	736.67	5	0.552051	12.1006	12.6527
73.7%	736.68	5	0.550556	12.1021	12.6527
73.7%	736.69	5	0.549062	12.1036	12.6527
73.7%	736.7	5	0.547572	12.1051	12.6527
73.7%	736.71	5	0.54609	12.1066	12.6527
73.7%	736.72	5	0.544618	12.1081	12.6527
73.7%	736.73	5	0.543159	12.1095	12.6527
73.7%	736.74	5	0.541716	12.111	12.6527
73.7%	736.75	5	0.54029	12.1124	12.6527
73.7%	736.76	5	0.538886	12.1138	12.6527
73.7%	736.77	5	0.537504	12.1152	12.6527
73.7%	736.78	5	0.536146	12.1166	12.6527
73.7%	736.79	5	0.534816	12.1179	12.6527
73.7%	736.8	5	0.533515	12.1192	12.6527
73.7%	736.81	5	0.532244	12.1205	12.6527
73.7%	736.82	5	0.531004	12.1217	12.6527
73.7%	736.83	5	0.529798	12.1229	12.6527
73.7%	736.84	5	0.528626	12.1241	12.6527
73.7%	736.85	5	0.52749	12.1252	12.6527
73.7%	736.86	5	0.526388	12.1263	12.6527
73.7%	736.87	5	0.525324	12.1274	12.6527
73.7%	736.88	5	0.524295	12.1284	12.6527
73.7%	736.89	5	0.523303	12.1294	12.6527
73.7%	736.9	5	0.522347	12.1304	12.6527
73.7%	736.91	5	0.521426	12.1313	12.6527
73.7%	736.92	5	0.52054	12.1322	12.6527
73.7%	736.93	5	0.519688	12.133	12.6527
73.7%	736.94	5	0.518869	12.1338	12.6527
73.7%	736.95	5	0.518081	12.1346	12.6527
73.7%	736.96	5	0.517323	12.1354	12.6527
73.7%	736.97	5	0.516592	12.1361	12.6527
73.7%	736.98	5	0.515888	12.1368	12.6527
73.7%	736.99	5	0.515206	12.1375	12.6527
73.7%	737	5	0.514546	12.1382	12.6527
73.7%	737.01	5	0.513904	12.1388	12.6527
73.7%	737.02	5	0.513277	12.1394	12.6527
73.7%	737.03	5	0.512664	12.14	12.6527
73.7%	737.04	5	0.512059	12.1406	12.6527
73.7%	737.05	5	0.511461	12.1412	12.6527
73.7%	737.06	5	0.510866	12.1418	12.6527
73.7%	737.07	5	0.510271	12.1424	12.6527
73.7%	737.08	5	0.509671	12.143	12.6527
73.7%	737.09	5	0.509064	12.1436	12.6527
73.7%	737.1	5	0.508446	12.1443	12.6527
73.7%	737.11	5	0.507813	12.1449	12.6527
73.7%	737.12	5	0.507161	12.1455	12.6527
73.7%	737.13	5	0.506488	12.1462	12.6527
73.7%	737.14	5	0.505789	12.1469	12.6527
73.7%	737.15	5	0.505061	12.1476	12.6527
73.7%	737.16	5	0.5043	12.1484	12.6527
73.7%	737.17	5	0.503503	12.1492	12.6527
73.7%	737.18	5	0.502667	12.15	12.6527
73.7%	737.19	5	0.501789	12.1509	12.6527
73.7%	737.2	5	0.500865	12.1518	12.6527
73.7%	737.21	5	0.499893	12.1528	12.6527
73.7%	737.22	5	0.498871	12.1538	12.6527
73.7%	737.23	5	0.497795	12.1549	12.6527
73.7%	737.24	5	0.496665	12.156	12.6527
73.7%	737.25	5	0.495477	12.1572	12.6527
73.7%	737.26	5	0.49423	12.1585	12.6527
73.7%	737.27	5	0.492922	12.1598	12.6527
73.7%	737.28	5	0.491553	12.1612	12.6527
73.7%	737.29	5	0.490122	12.1626	12.6527
73.7%	737.3	5	0.488628	12.1641	12.6527
73.7%	737.31	5	0.487071	12.1656	12.6527
73.7%	737.32	5	0.485451	12.1673	12.6527
73.7%	737.33	5	0.483768	12.1689	12.6527
73.7%	737.34	5	0.482023	12.1707	12.6527
73.7%	737.35	5	0.480218	12.1725	12.6527
73.7%	737.36	5	0.478354	12.1744	12.6527
73.7%	737.37	5	0.476433	12.1763	12.6527
73.7%	737.38	5	0.474457	12.1783	12.6527
73.7%	737.39	5	0.472428	12.1803	12.6527
73.7%	737.4	5	0.470351	12.1824	12.6527
73.7%	737.41	5	0.468227	12.1845	12.6527
73.7%	737.42	5	0.466062	12.1867	12.6527
73.7%	737.43	5	0.463858	12.1889	12.6527
73.7%	737.44	5	0.461622	12.1911	12.6527
73.7%	737.45	5	0.459356	12.1934	12.6527
73.7%	737.46	5	0.457067	12.1957	12.6527
73.7%	737.47	5	0.454761	12.198	12.6527
73.7%	737.48	5	0.452442	12.2003	12.6527
73.7%	737.49	5	0.450118	12.2026	12.6527
73.8%	737.5	5	0.447794	12.2049	12.6527
73.8%	737.51	5	0.445477	12.2072	12.6527
73.8%	737.52	5	0.443175	12.2096	12.6527
73.8%	737.53	5	0.440894	12.2118	12.6527
73.8%	737.54	5	0.438642	12.2141	12.6527
73.8%	737.55	5	0.436426	12.2163	12.6527
73.8%	737.56	5	0.434254	12.2185	12.6527
73.8%	737.57	5	0.432133	12.2206	12.6527
73.8%	737.58	5	0.430071	12.2227	12.6527
73.8%	737.59	5	0.428077	12.2247	12.6527
73.8%	737.6	5	0.426158	12.2266	12.6527
73.8%	737.61	5	0.424321	12.2284	12.6527
73.8%	737.62	5	0.422574	12.2302	12.6527
73.8%	737.63	5	0.420925	12.2318	12.6527
73.8%	737.64	5	0.41938	12.2334	12.6527
73.8%	737.65	5	0.417948	12.2348	12.6527
73.8%	737.66	5	0.416634	12.2361	12.6527
73.8%	737.67	5	0.415445	12.2373	12.6527
73.8%	737.68	5	0.414387	12.2384	12.6527
73.8%	737.69	5	0.413466	12.2393	12.6527
73.8%	737.7	5	0.412687	12.2401	12.6527
73.8%	737.71	5	0.412055	12.2407	12.6527
73.8%	737.72	5	0.411574	12.2412	12.6527
73.8%	737.73	5	0.411248	12.2415	12.6527
73.8%	737.74	5	0.41108	12.2417	12.6527
73.8%	737.75	5	0.411072	12.2417	12.6527
73.8%	737.76	5	0.411227	12.2415	12.6527
73.8%	737.77	5	0.411545	12.2412	12.6527
73.8%	737.78	5	0.412028	12.2407	12.6527
73.8%	737.79	5	0.412674	12.2401	12.6527
73.8%	737.8	5	0.413484	12.2393	12.6527
73.8%	737.81	5	0.414457	12.2383	12.6527
73.8%	737.82	5	0.415589	12.2372	12.6527
73.8%	737.83	5	0.416878	12.2359	12.6527
73.8%	737.84	5	0.418321	12.2344	12.6527
73.8%	737.85	5	0.419914	12.2328	12.6527
73.8%	737.86	5	0.421652	12.2311	12.6527
73.8%	737.87	5	0.42353	12.2292	12.6528
73.8%	737.88	5	0.425541	12.2272	12.6528
73.8%	737.89	5	0.42768	12.2251	12.6528
73.8%	737.9	5	0.42994	12.2228	12.6528
73.8%	737.91	5	0.432313	12.2204	12.6528
73.8%	737.92	5	0.434791	12.218	12.6528
73.8%	737.93	5	0.437366	12.2154	12.6528
73.8%	737.94	5	0.44003	12.2127	12.6528
73.8%	737.95	5	0.442774	12.21	12.6528
73.8%	737.96	5	0.445589	12.2072	12.6528
73.8%	737.97	5	0.448465	12.2043	12.6528
73.8%	737.98	5	0.451393	12.2014	12.6528
73.8%	737.99	5	0.454364	12.1984	12.6528
73.8%	738	5	0.457367	12.1954	12.6528
73.8%	738.01	5	0.460394	12.1924	12.6528
73.8%	738.02	5	0.463434	12.1893	12.6528
73.8%	738.03	5	0.466479	12.1863	12.6528
73.8%	738.04	5	0.469518	12.1833	12.6528
73.8%	738.05	5	0.472543	12.1802	12.6528
73.8%	738.06	5	0.475544	12.1772	12.6528
73.8%	738.07	5	0.478514	12.1743	12.6528
73.8%	738.08	5	0.481443	12.1714	12.6528
73.8%	738.09	5	0.484323	12.1685	12.6528
73.8%	738.1	5	0.487146	12.1657	12.6528
73.8%	738.11	5	0.489905	12.1629	12.6528
73.8%	738.12	5	0.492594	12.1602	12.6528
73.8%	738.13	5	0.495205	12.1576	12.6528
73.8%	738.14	5	0.497731	12.1551	12.6528
73.8%	738.15	5	0.500169	12.1526	12.6528
73.8%	738.16	5	0.502512	12.1503	12.6528
73.8%	738.17	5	0.504755	12.1481	12.6528
73.8%	738.18	5	0.506894	12.1459	12.6528
73.8%	738.19	5	0.508927	12.1439	12.6528
73.8%	738.2	5	0.510848	12.142	12.6528
73.8%	738.21	5	0.512657	12.1402	12.6528
73.8%	738.22	5	0.51435	12.1385	12.6528
73.8%	738.23	5	0.515926	12.1369	12.6528
73.8%	738.24	5	0.517384	12.1354	12.6528
73.8%	738.25	5	0.518723	12.1341	12.6528
73.8%	738.26	5	0.519944	12.1329	12.6528
73.8%	738.27	5	0.521046	12.1318	12.6528
73.8%	738.28	5	0.522032	12.1308	12.6528
73.8%	738.29	5	0.522902	12.1299	12.6528
73.8%	738.3	5	0.523659	12.1292	12.6528
73.8%	738.31	5	0.524304	12.1285	12.6528
73.8%	738.32	5	0.524841	12.128	12.6528
73.8%	738.33	5	0.525274	12.1275	12.6528
73.8%	738.34	5	0.525606	12.1272	12.6528
73.8%	738.35	5	0.525842	12.127	12.6528
73.8%	738.36	5	0.525985	12.1268	12.6528
73.8%	738.37	5	0.526043	12.1268	12.6528
73.8%	738.38	5	0.526018	12.1268	12.6528
73.8%	738.39	5	0.525919	12.1269	12.6528
73.8%	738.4	5	0.52575	12.1271	12.6528
73.8%	738.41	5	0.525518	12.1273	12.6528
73.8%	738.42	5	0.52523	12.1276	12.6528
73.8%	738.43	5	0.524892	12.1279	12.6528
73.8%	738.44	5	0.524511	12.1283	12.6528
73.8%	738.45	5	0.524096	12.1287	12.6528
73.8%	738.46	5	0.523652	12.1292	12.6528
73.8%	738.47	5	0.523187	12.1296	12.6528
73.8%	738.48	5	0.522709	12.1301	12.6528
73.8%	738.49	5	0.522226	12.1306	12.6528
73.9%	738.5	5	0.521743	12.1311	12.6528
73.9%	738.51	5	0.52127	12.1316	12.6528
73.9%	738.52	5	0.520812	12.132	12.6528
73.9%	738.53	5	0.520378	12.1325	12.6528
73.9%	738.54	5	0.519973	12.1329	12.6528
73.9%	738.55	5	0.519604	12.1332	12.6528
73.9%	738.56	5	0.519278	12.1336	12.6528
73.9%	738.57	5	0.519001	12.1338	12.6528
73.9%	738.58	5	0.518777	12.1341	12.6528
73.9%	738.59	5	0.518613	12.1342	12.6528
73.9%	738.6	5	0.518512	12.1343	12.6528
73.9%	738.61	5	0.51848	12.1344	12.6528
73.9%	738.62	5	0.518521	12.1343	12.6528
73.9%	738.63	5	0.518636	12.1342	12.6528
73.9%	738.64	5	0.51883	12.134	12.6528
73.9%	738.65	5	0.519104	12.1337	12.6528
73.9%	738.66	5	0.51946	12.1334	12.6528
73.9%	738.67	5	0.5199	12.1329	12.6528
73.9%	738.68	5	0.520423	12.1324	12.6528
73.9%	738.69	5	0.52103	12.1318	12.6528
73.9%	738.7	5	0.52172	12.1311	12.6528
73.9%	738.71	5	0.522491	12.1303	12.6528
73.9%	738.72	5	0.523343	12.1295	12.6528
73.9%	738.73	5	0.524272	12.1286	12.6528
73.9%	738.74	5	0.525276	12.1276	12.6528
73.9%	738.75	5	0.526352	12.1265	12.6528
73.9%	738.76	5	0.527495	12.1253	12.6528
73.9%	738.77	5	0.528701	12.1241	12.6528
73.9%	738.78	5	0.529966	12.1229	12.6528
73.9%	738.79	5	0.531283	12.1216	12.6528
73.9%	738.8	5	0.532649	12.1202	12.6528
73.9%	738.81	5	0.534056	12.1188	12.6528
