#Perc	time	N	Ekin	Epot	Eges
28.6%	285.96	5	0.515732	12.0938	12.6096
28.6%	285.97	5	0.519682	12.0899	12.6096
28.6%	285.98	5	0.523736	12.0858	12.6096
28.6%	285.99	5	0.527885	12.0817	12.6096
28.6%	286	5	0.532122	12.0775	12.6096
28.6%	286.01	5	0.53644	12.0731	12.6096
28.6%	286.02	5	0.540831	12.0688	12.6096
28.6%	286.03	5	0.545285	12.0643	12.6096
28.6%	286.04	5	0.549795	12.0598	12.6096
28.6%	286.05	5	0.554351	12.0553	12.6096
28.6%	286.06	5	0.558946	12.0507	12.6096
28.6%	286.07	5	0.56357	12.0461	12.6096
28.6%	286.08	5	0.568215	12.0414	12.6096
28.6%	286.09	5	0.572871	12.0368	12.6096
28.6%	286.1	5	0.577529	12.0321	12.6096
28.6%	286.11	5	0.582181	12.0275	12.6096
28.6%	286.12	5	0.586818	12.0228	12.6097
28.6%	286.13	5	0.591432	12.0182	12.6097
28.6%	286.14	5	0.596012	12.0137	12.6097
28.6%	286.15	5	0.600553	12.0091	12.6097
28.6%	286.16	5	0.605044	12.0046	12.6097
28.6%	286.17	5	0.609478	12.0002	12.6097
28.6%	286.18	5	0.613848	11.9958	12.6097
28.6%	286.19	5	0.618145	11.9916	12.6097
28.6%	286.2	5	0.622363	11.9873	12.6097
28.6%	286.21	5	0.626494	11.9832	12.6097
28.6%	286.22	5	0.630531	11.9792	12.6097
28.6%	286.23	5	0.634468	11.9752	12.6097
28.6%	286.24	5	0.6383	11.9714	12.6097
28.6%	286.25	5	0.642019	11.9677	12.6097
28.6%	286.26	5	0.645621	11.9641	12.6097
28.6%	286.27	5	0.6491	11.9606	12.6097
28.6%	286.28	5	0.652451	11.9573	12.6097
28.6%	286.29	5	0.65567	11.9541	12.6097
28.6%	286.3	5	0.658752	11.951	12.6097
28.6%	286.31	5	0.661694	11.9481	12.6097
28.6%	286.32	5	0.664491	11.9453	12.6098
28.6%	286.33	5	0.667141	11.9426	12.6098
28.6%	286.34	5	0.66964	11.9401	12.6098
28.6%	286.35	5	0.671985	11.9378	12.6098
28.6%	286.36	5	0.674175	11.9356	12.6098
28.6%	286.37	5	0.676207	11.9336	12.6098
28.6%	286.38	5	0.678079	11.9317	12.6098
28.6%	286.39	5	0.67979	11.93	12.6098
28.6%	286.4	5	0.681338	11.9284	12.6098
28.6%	286.41	5	0.682723	11.927	12.6098
28.6%	286.42	5	0.683943	11.9258	12.6098
28.6%	286.43	5	0.684999	11.9248	12.6098
28.6%	286.44	5	0.68589	11.9239	12.6098
28.6%	286.45	5	0.686615	11.9232	12.6098
28.6%	286.46	5	0.687177	11.9226	12.6098
28.6%	286.47	5	0.687574	11.9222	12.6098
28.6%	286.48	5	0.687807	11.922	12.6098
28.6%	286.49	5	0.687879	11.9219	12.6098
28.7%	286.5	5	0.687789	11.922	12.6098
28.7%	286.51	5	0.687539	11.9222	12.6098
28.7%	286.52	5	0.687131	11.9226	12.6098
28.7%	286.53	5	0.686567	11.9232	12.6098
28.7%	286.54	5	0.685848	11.9239	12.6098
28.7%	286.55	5	0.684977	11.9248	12.6098
28.7%	286.56	5	0.683956	11.9258	12.6098
28.7%	286.57	5	0.682788	11.927	12.6098
28.7%	286.58	5	0.681475	11.9283	12.6098
28.7%	286.59	5	0.68002	11.9298	12.6098
28.7%	286.6	5	0.678426	11.9313	12.6098
28.7%	286.61	5	0.676697	11.9331	12.6098
28.7%	286.62	5	0.674836	11.9349	12.6098
28.7%	286.63	5	0.672845	11.9369	12.6098
28.7%	286.64	5	0.670729	11.939	12.6098
28.7%	286.65	5	0.668492	11.9413	12.6098
28.7%	286.66	5	0.666137	11.9436	12.6098
28.7%	286.67	5	0.663669	11.9461	12.6098
28.7%	286.68	5	0.66109	11.9487	12.6098
28.7%	286.69	5	0.658406	11.9514	12.6098
28.7%	286.7	5	0.655621	11.9542	12.6098
28.7%	286.71	5	0.652739	11.9571	12.6098
28.7%	286.72	5	0.649765	11.96	12.6098
28.7%	286.73	5	0.646703	11.9631	12.6098
28.7%	286.74	5	0.643557	11.9662	12.6098
28.7%	286.75	5	0.640333	11.9695	12.6098
28.7%	286.76	5	0.637034	11.9728	12.6098
28.7%	286.77	5	0.633666	11.9761	12.6098
28.7%	286.78	5	0.630234	11.9796	12.6098
28.7%	286.79	5	0.626742	11.9831	12.6098
28.7%	286.8	5	0.623195	11.9866	12.6098
28.7%	286.81	5	0.619598	11.9902	12.6098
28.7%	286.82	5	0.615956	11.9939	12.6098
28.7%	286.83	5	0.612273	11.9976	12.6098
28.7%	286.84	5	0.608555	12.0013	12.6098
28.7%	286.85	5	0.604806	12.005	12.6098
28.7%	286.86	5	0.601031	12.0088	12.6098
28.7%	286.87	5	0.597235	12.0126	12.6098
28.7%	286.88	5	0.593422	12.0164	12.6099
28.7%	286.89	5	0.589597	12.0203	12.6099
28.7%	286.9	5	0.585764	12.0241	12.6099
28.7%	286.91	5	0.581929	12.0279	12.6099
28.7%	286.92	5	0.578095	12.0318	12.6099
28.7%	286.93	5	0.574267	12.0356	12.6099
28.7%	286.94	5	0.570449	12.0394	12.6099
28.7%	286.95	5	0.566646	12.0432	12.6099
28.7%	286.96	5	0.562861	12.047	12.6099
28.7%	286.97	5	0.559098	12.0508	12.6099
28.7%	286.98	5	0.555362	12.0545	12.6099
28.7%	286.99	5	0.551656	12.0582	12.6099
28.7%	287	5	0.547984	12.0619	12.6099
28.7%	287.01	5	0.544348	12.0656	12.6099
28.7%	287.02	5	0.540754	12.0692	12.6099
28.7%	287.03	5	0.537203	12.0727	12.6099
28.7%	287.04	5	0.5337	12.0762	12.6099
28.7%	287.05	5	0.530247	12.0797	12.6099
28.7%	287.06	5	0.526846	12.0831	12.6099
28.7%	287.07	5	0.523502	12.0864	12.6099
28.7%	287.08	5	0.520216	12.0897	12.6099
28.7%	287.09	5	0.516991	12.0929	12.6099
28.7%	287.1	5	0.51383	12.0961	12.6099
28.7%	287.11	5	0.510733	12.0992	12.6099
28.7%	287.12	5	0.507705	12.1022	12.6099
28.7%	287.13	5	0.504746	12.1052	12.6099
28.7%	287.14	5	0.501859	12.1081	12.6099
28.7%	287.15	5	0.499044	12.1109	12.6099
28.7%	287.16	5	0.496304	12.1136	12.6099
28.7%	287.17	5	0.493641	12.1163	12.6099
28.7%	287.18	5	0.491054	12.1189	12.6099
28.7%	287.19	5	0.488547	12.1214	12.6099
28.7%	287.2	5	0.486118	12.1238	12.6099
28.7%	287.21	5	0.483771	12.1262	12.6099
28.7%	287.22	5	0.481504	12.1284	12.6099
28.7%	287.23	5	0.479319	12.1306	12.6099
28.7%	287.24	5	0.477217	12.1327	12.6099
28.7%	287.25	5	0.475197	12.1348	12.6099
28.7%	287.26	5	0.473261	12.1367	12.6099
28.7%	287.27	5	0.471407	12.1385	12.6099
28.7%	287.28	5	0.469637	12.1403	12.6099
28.7%	287.29	5	0.46795	12.142	12.6099
28.7%	287.3	5	0.466347	12.1436	12.6099
28.7%	287.31	5	0.464826	12.1451	12.61
28.7%	287.32	5	0.463387	12.1466	12.61
28.7%	287.33	5	0.46203	12.1479	12.61
28.7%	287.34	5	0.460754	12.1492	12.61
28.7%	287.35	5	0.459559	12.1504	12.61
28.7%	287.36	5	0.458443	12.1515	12.61
28.7%	287.37	5	0.457406	12.1525	12.61
28.7%	287.38	5	0.456447	12.1535	12.61
28.7%	287.39	5	0.455564	12.1544	12.61
28.7%	287.4	5	0.454757	12.1552	12.61
28.7%	287.41	5	0.454023	12.1559	12.61
28.7%	287.42	5	0.453363	12.1566	12.61
28.7%	287.43	5	0.452773	12.1572	12.61
28.7%	287.44	5	0.452252	12.1577	12.61
28.7%	287.45	5	0.4518	12.1582	12.61
28.7%	287.46	5	0.451413	12.1585	12.61
28.7%	287.47	5	0.45109	12.1589	12.61
28.7%	287.48	5	0.45083	12.1591	12.61
28.7%	287.49	5	0.45063	12.1593	12.61
28.8%	287.5	5	0.450489	12.1595	12.61
28.8%	287.51	5	0.450403	12.1595	12.61
28.8%	287.52	5	0.450371	12.1596	12.61
28.8%	287.53	5	0.450391	12.1596	12.61
28.8%	287.54	5	0.450461	12.1595	12.61
28.8%	287.55	5	0.450578	12.1594	12.61
28.8%	287.56	5	0.450739	12.1592	12.61
28.8%	287.57	5	0.450943	12.159	12.61
28.8%	287.58	5	0.451187	12.1588	12.61
28.8%	287.59	5	0.451469	12.1585	12.61
28.8%	287.6	5	0.451785	12.1582	12.61
28.8%	287.61	5	0.452135	12.1578	12.61
28.8%	287.62	5	0.452514	12.1574	12.61
28.8%	287.63	5	0.452922	12.157	12.61
28.8%	287.64	5	0.453355	12.1566	12.61
28.8%	287.65	5	0.453811	12.1561	12.61
28.8%	287.66	5	0.454288	12.1557	12.61
28.8%	287.67	5	0.454784	12.1552	12.61
28.8%	287.68	5	0.455295	12.1547	12.61
28.8%	287.69	5	0.455821	12.1541	12.61
28.8%	287.7	5	0.456359	12.1536	12.61
28.8%	287.71	5	0.456906	12.153	12.61
28.8%	287.72	5	0.457461	12.1525	12.61
28.8%	287.73	5	0.458023	12.1519	12.61
28.8%	287.74	5	0.458588	12.1514	12.61
28.8%	287.75	5	0.459156	12.1508	12.61
28.8%	287.76	5	0.459726	12.1502	12.61
28.8%	287.77	5	0.460294	12.1497	12.61
28.8%	287.78	5	0.460861	12.1491	12.61
28.8%	287.79	5	0.461424	12.1485	12.61
28.8%	287.8	5	0.461984	12.148	12.61
28.8%	287.81	5	0.462538	12.1474	12.61
28.8%	287.82	5	0.463087	12.1469	12.61
28.8%	287.83	5	0.463629	12.1463	12.61
28.8%	287.84	5	0.464164	12.1458	12.61
28.8%	287.85	5	0.464692	12.1453	12.61
28.8%	287.86	5	0.465212	12.1447	12.61
28.8%	287.87	5	0.465724	12.1442	12.61
28.8%	287.88	5	0.46623	12.1437	12.61
28.8%	287.89	5	0.466728	12.1432	12.61
28.8%	287.9	5	0.467219	12.1427	12.61
28.8%	287.91	5	0.467704	12.1423	12.61
28.8%	287.92	5	0.468184	12.1418	12.61
28.8%	287.93	5	0.468659	12.1413	12.61
28.8%	287.94	5	0.46913	12.1408	12.61
28.8%	287.95	5	0.4696	12.1404	12.61
28.8%	287.96	5	0.470068	12.1399	12.61
28.8%	287.97	5	0.470537	12.1394	12.61
28.8%	287.98	5	0.471008	12.139	12.61
28.8%	287.99	5	0.471483	12.1385	12.61
28.8%	288	5	0.471963	12.138	12.61
28.8%	288.01	5	0.47245	12.1375	12.61
28.8%	288.02	5	0.472947	12.137	12.61
28.8%	288.03	5	0.473454	12.1365	12.61
28.8%	288.04	5	0.473976	12.136	12.61
28.8%	288.05	5	0.474512	12.1354	12.61
28.8%	288.06	5	0.475066	12.1349	12.61
28.8%	288.07	5	0.47564	12.1343	12.61
28.8%	288.08	5	0.476236	12.1337	12.61
28.8%	288.09	5	0.476856	12.1331	12.61
28.8%	288.1	5	0.477502	12.1325	12.61
28.8%	288.11	5	0.478176	12.1318	12.61
28.8%	288.12	5	0.478881	12.1311	12.61
28.8%	288.13	5	0.479617	12.1303	12.61
28.8%	288.14	5	0.480388	12.1296	12.61
28.8%	288.15	5	0.481194	12.1288	12.61
28.8%	288.16	5	0.482038	12.1279	12.61
28.8%	288.17	5	0.48292	12.127	12.61
28.8%	288.18	5	0.483842	12.1261	12.61
28.8%	288.19	5	0.484804	12.1252	12.61
28.8%	288.2	5	0.485809	12.1242	12.61
28.8%	288.21	5	0.486856	12.1231	12.61
28.8%	288.22	5	0.487947	12.122	12.61
28.8%	288.23	5	0.48908	12.1209	12.61
28.8%	288.24	5	0.490257	12.1197	12.61
28.8%	288.25	5	0.491476	12.1185	12.61
28.8%	288.26	5	0.492738	12.1172	12.61
28.8%	288.27	5	0.494042	12.1159	12.61
28.8%	288.28	5	0.495385	12.1146	12.61
28.8%	288.29	5	0.496768	12.1132	12.61
28.8%	288.3	5	0.498188	12.1118	12.61
28.8%	288.31	5	0.499644	12.1103	12.61
28.8%	288.32	5	0.501132	12.1088	12.61
28.8%	288.33	5	0.502652	12.1073	12.61
28.8%	288.34	5	0.504199	12.1058	12.61
28.8%	288.35	5	0.505771	12.1042	12.61
28.8%	288.36	5	0.507364	12.1026	12.61
28.8%	288.37	5	0.508975	12.101	12.61
28.8%	288.38	5	0.510599	12.0994	12.61
28.8%	288.39	5	0.512234	12.0977	12.61
28.8%	288.4	5	0.513874	12.0961	12.61
28.8%	288.41	5	0.515515	12.0945	12.61
28.8%	288.42	5	0.517151	12.0928	12.61
28.8%	288.43	5	0.518779	12.0912	12.61
28.8%	288.44	5	0.520394	12.0896	12.61
28.8%	288.45	5	0.521989	12.088	12.61
28.8%	288.46	5	0.523559	12.0864	12.61
28.8%	288.47	5	0.5251	12.0849	12.61
28.8%	288.48	5	0.526606	12.0834	12.61
28.8%	288.49	5	0.52807	12.0819	12.61
28.9%	288.5	5	0.529488	12.0805	12.61
28.9%	288.51	5	0.530854	12.0791	12.61
28.9%	288.52	5	0.532162	12.0778	12.61
28.9%	288.53	5	0.533406	12.0766	12.61
28.9%	288.54	5	0.534582	12.0754	12.61
28.9%	288.55	5	0.535684	12.0743	12.61
28.9%	288.56	5	0.536706	12.0733	12.61
28.9%	288.57	5	0.537644	12.0723	12.61
28.9%	288.58	5	0.538491	12.0715	12.61
28.9%	288.59	5	0.539245	12.0707	12.61
28.9%	288.6	5	0.539899	12.0701	12.61
28.9%	288.61	5	0.540449	12.0695	12.61
28.9%	288.62	5	0.540892	12.0691	12.61
28.9%	288.63	5	0.541223	12.0688	12.61
28.9%	288.64	5	0.541438	12.0685	12.61
28.9%	288.65	5	0.541535	12.0685	12.61
28.9%	288.66	5	0.54151	12.0685	12.61
28.9%	288.67	5	0.541361	12.0686	12.61
28.9%	288.68	5	0.541085	12.0689	12.61
28.9%	288.69	5	0.540681	12.0693	12.61
28.9%	288.7	5	0.540146	12.0698	12.61
28.9%	288.71	5	0.53948	12.0705	12.61
28.9%	288.72	5	0.538682	12.0713	12.61
28.9%	288.73	5	0.537751	12.0722	12.61
28.9%	288.74	5	0.536688	12.0733	12.61
28.9%	288.75	5	0.535493	12.0745	12.61
28.9%	288.76	5	0.534167	12.0758	12.61
28.9%	288.77	5	0.532712	12.0773	12.61
28.9%	288.78	5	0.53113	12.0789	12.61
28.9%	288.79	5	0.529422	12.0806	12.61
28.9%	288.8	5	0.527593	12.0824	12.61
28.9%	288.81	5	0.525646	12.0843	12.61
28.9%	288.82	5	0.523584	12.0864	12.61
28.9%	288.83	5	0.521413	12.0886	12.61
28.9%	288.84	5	0.519136	12.0909	12.61
28.9%	288.85	5	0.516761	12.0932	12.61
28.9%	288.86	5	0.514292	12.0957	12.61
28.9%	288.87	5	0.511736	12.0983	12.61
28.9%	288.88	5	0.5091	12.1009	12.61
28.9%	288.89	5	0.506392	12.1036	12.61
28.9%	288.9	5	0.50362	12.1064	12.61
28.9%	288.91	5	0.500792	12.1092	12.61
28.9%	288.92	5	0.497916	12.1121	12.61
28.9%	288.93	5	0.495003	12.115	12.61
28.9%	288.94	5	0.492062	12.118	12.61
28.9%	288.95	5	0.489103	12.1209	12.61
28.9%	288.96	5	0.486135	12.1239	12.61
28.9%	288.97	5	0.483171	12.1269	12.61
28.9%	288.98	5	0.48022	12.1298	12.61
28.9%	288.99	5	0.477294	12.1327	12.61
28.9%	289	5	0.474404	12.1356	12.61
28.9%	289.01	5	0.471561	12.1385	12.61
28.9%	289.02	5	0.468778	12.1413	12.61
28.9%	289.03	5	0.466064	12.144	12.61
28.9%	289.04	5	0.463433	12.1466	12.61
28.9%	289.05	5	0.460895	12.1492	12.6101
28.9%	289.06	5	0.458461	12.1516	12.6101
28.9%	289.07	5	0.456143	12.1539	12.6101
28.9%	289.08	5	0.453951	12.1561	12.6101
28.9%	289.09	5	0.451897	12.1582	12.6101
28.9%	289.1	5	0.449989	12.1601	12.6101
28.9%	289.11	5	0.448238	12.1618	12.6101
28.9%	289.12	5	0.446654	12.1634	12.6101
28.9%	289.13	5	0.445244	12.1648	12.6101
28.9%	289.14	5	0.444017	12.166	12.6101
28.9%	289.15	5	0.44298	12.1671	12.6101
28.9%	289.16	5	0.442141	12.1679	12.6101
28.9%	289.17	5	0.441505	12.1686	12.6101
28.9%	289.18	5	0.441079	12.169	12.6101
28.9%	289.19	5	0.440865	12.1692	12.6101
28.9%	289.2	5	0.440869	12.1692	12.6101
28.9%	289.21	5	0.441093	12.169	12.6101
28.9%	289.22	5	0.441539	12.1685	12.6101
28.9%	289.23	5	0.442209	12.1679	12.6101
28.9%	289.24	5	0.443103	12.167	12.6101
28.9%	289.25	5	0.44422	12.1658	12.6101
28.9%	289.26	5	0.445559	12.1645	12.6101
28.9%	289.27	5	0.447118	12.1629	12.6101
28.9%	289.28	5	0.448894	12.1612	12.6101
28.9%	289.29	5	0.450883	12.1592	12.6101
28.9%	289.3	5	0.45308	12.157	12.6101
28.9%	289.31	5	0.455481	12.1546	12.6101
28.9%	289.32	5	0.458078	12.152	12.6101
28.9%	289.33	5	0.460866	12.1492	12.6101
28.9%	289.34	5	0.463837	12.1462	12.6101
28.9%	289.35	5	0.466983	12.1431	12.6101
28.9%	289.36	5	0.470295	12.1398	12.6101
28.9%	289.37	5	0.473765	12.1363	12.6101
28.9%	289.38	5	0.477384	12.1327	12.6101
28.9%	289.39	5	0.481141	12.129	12.6101
28.9%	289.4	5	0.485028	12.1251	12.6101
28.9%	289.41	5	0.489033	12.1211	12.6101
28.9%	289.42	5	0.493146	12.117	12.6101
28.9%	289.43	5	0.497357	12.1128	12.6101
28.9%	289.44	5	0.501655	12.1085	12.6101
28.9%	289.45	5	0.50603	12.1041	12.6101
28.9%	289.46	5	0.51047	12.0997	12.6101
28.9%	289.47	5	0.514967	12.0952	12.6101
28.9%	289.48	5	0.519509	12.0906	12.6101
28.9%	289.49	5	0.524086	12.0861	12.6101
29%	289.5	5	0.528688	12.0815	12.6102
29%	289.51	5	0.533305	12.0769	12.6102
29%	289.52	5	0.537929	12.0722	12.6102
29%	289.53	5	0.54255	12.0676	12.6102
29%	289.54	5	0.547159	12.063	12.6102
29%	289.55	5	0.551748	12.0584	12.6102
29%	289.56	5	0.55631	12.0539	12.6102
29%	289.57	5	0.560836	12.0494	12.6102
29%	289.58	5	0.565319	12.0449	12.6102
29%	289.59	5	0.569753	12.0405	12.6102
29%	289.6	5	0.574132	12.0361	12.6102
29%	289.61	5	0.578449	12.0318	12.6102
29%	289.62	5	0.5827	12.0275	12.6102
29%	289.63	5	0.58688	12.0233	12.6102
29%	289.64	5	0.590984	12.0192	12.6102
29%	289.65	5	0.595008	12.0152	12.6102
29%	289.66	5	0.59895	12.0113	12.6102
29%	289.67	5	0.602805	12.0074	12.6102
29%	289.68	5	0.606572	12.0037	12.6102
29%	289.69	5	0.610248	12	12.6102
29%	289.7	5	0.613831	11.9964	12.6103
29%	289.71	5	0.61732	11.9929	12.6103
29%	289.72	5	0.620715	11.9895	12.6103
29%	289.73	5	0.624014	11.9862	12.6103
29%	289.74	5	0.627218	11.983	12.6103
29%	289.75	5	0.630326	11.9799	12.6103
29%	289.76	5	0.633339	11.9769	12.6103
29%	289.77	5	0.636258	11.974	12.6103
29%	289.78	5	0.639083	11.9712	12.6103
29%	289.79	5	0.641816	11.9685	12.6103
29%	289.8	5	0.644459	11.9658	12.6103
29%	289.81	5	0.647013	11.9633	12.6103
29%	289.82	5	0.64948	11.9608	12.6103
29%	289.83	5	0.651862	11.9584	12.6103
29%	289.84	5	0.654162	11.9561	12.6103
29%	289.85	5	0.656381	11.9539	12.6103
29%	289.86	5	0.658523	11.9518	12.6103
29%	289.87	5	0.66059	11.9497	12.6103
29%	289.88	5	0.662584	11.9477	12.6103
29%	289.89	5	0.664509	11.9458	12.6103
29%	289.9	5	0.666366	11.9439	12.6103
29%	289.91	5	0.668158	11.9421	12.6103
29%	289.92	5	0.669889	11.9404	12.6103
29%	289.93	5	0.67156	11.9387	12.6103
29%	289.94	5	0.673174	11.9371	12.6103
29%	289.95	5	0.674733	11.9356	12.6103
29%	289.96	5	0.676239	11.934	12.6103
29%	289.97	5	0.677695	11.9326	12.6103
29%	289.98	5	0.679102	11.9312	12.6103
29%	289.99	5	0.680463	11.9298	12.6103
29%	290	5	0.681777	11.9285	12.6103
29%	290.01	5	0.683048	11.9272	12.6103
29%	290.02	5	0.684275	11.926	12.6103
29%	290.03	5	0.68546	11.9248	12.6103
29%	290.04	5	0.686602	11.9237	12.6103
29%	290.05	5	0.687703	11.9226	12.6103
29%	290.06	5	0.688762	11.9215	12.6103
29%	290.07	5	0.68978	11.9205	12.6103
29%	290.08	5	0.690754	11.9195	12.6103
29%	290.09	5	0.691685	11.9186	12.6103
29%	290.1	5	0.692572	11.9177	12.6103
29%	290.11	5	0.693413	11.9169	12.6103
29%	290.12	5	0.694206	11.9161	12.6103
29%	290.13	5	0.694949	11.9153	12.6103
29%	290.14	5	0.695641	11.9147	12.6103
29%	290.15	5	0.696279	11.914	12.6103
29%	290.16	5	0.69686	11.9134	12.6103
29%	290.17	5	0.697381	11.9129	12.6103
29%	290.18	5	0.69784	11.9125	12.6103
29%	290.19	5	0.698233	11.9121	12.6103
29%	290.2	5	0.698556	11.9117	12.6103
29%	290.21	5	0.698807	11.9115	12.6103
29%	290.22	5	0.698981	11.9113	12.6103
29%	290.23	5	0.699075	11.9112	12.6103
29%	290.24	5	0.699085	11.9112	12.6103
29%	290.25	5	0.699006	11.9113	12.6103
29%	290.26	5	0.698836	11.9115	12.6103
29%	290.27	5	0.69857	11.9117	12.6103
29%	290.28	5	0.698203	11.9121	12.6103
29%	290.29	5	0.697733	11.9126	12.6103
29%	290.3	5	0.697154	11.9131	12.6103
29%	290.31	5	0.696464	11.9138	12.6103
29%	290.32	5	0.695658	11.9146	12.6103
29%	290.33	5	0.694733	11.9156	12.6103
29%	290.34	5	0.693685	11.9166	12.6103
29%	290.35	5	0.69251	11.9178	12.6103
29%	290.36	5	0.691206	11.9191	12.6103
29%	290.37	5	0.689769	11.9205	12.6103
29%	290.38	5	0.688196	11.9221	12.6103
29%	290.39	5	0.686486	11.9238	12.6103
29%	290.4	5	0.684634	11.9257	12.6103
29%	290.41	5	0.682639	11.9277	12.6103
29%	290.42	5	0.680499	11.9298	12.6103
29%	290.43	5	0.678213	11.9321	12.6103
29%	290.44	5	0.675779	11.9345	12.6103
29%	290.45	5	0.673195	11.9371	12.6103
29%	290.46	5	0.670461	11.9398	12.6103
29%	290.47	5	0.667577	11.9427	12.6103
29%	290.48	5	0.664542	11.9458	12.6103
29%	290.49	5	0.661357	11.949	12.6103
29.1%	290.5	5	0.658021	11.9523	12.6103
29.1%	290.51	5	0.654537	11.9558	12.6103
29.1%	290.52	5	0.650905	11.9594	12.6103
29.1%	290.53	5	0.647126	11.9632	12.6103
29.1%	290.54	5	0.643204	11.9671	12.6103
29.1%	290.55	5	0.63914	11.9712	12.6103
29.1%	290.56	5	0.634937	11.9754	12.6103
29.1%	290.57	5	0.630598	11.9797	12.6103
29.1%	290.58	5	0.626127	11.9842	12.6103
29.1%	290.59	5	0.621529	11.9888	12.6104
29.1%	290.6	5	0.616806	11.9936	12.6104
29.1%	290.61	5	0.611966	11.9984	12.6104
29.1%	290.62	5	0.607011	12.0034	12.6104
29.1%	290.63	5	0.601949	12.0084	12.6104
29.1%	290.64	5	0.596785	12.0136	12.6104
29.1%	290.65	5	0.591526	12.0189	12.6104
29.1%	290.66	5	0.586178	12.0242	12.6104
29.1%	290.67	5	0.580748	12.0297	12.6104
29.1%	290.68	5	0.575245	12.0352	12.6104
29.1%	290.69	5	0.569675	12.0407	12.6104
29.1%	290.7	5	0.564048	12.0464	12.6104
29.1%	290.71	5	0.558371	12.0521	12.6104
29.1%	290.72	5	0.552653	12.0578	12.6104
29.1%	290.73	5	0.546903	12.0636	12.6105
29.1%	290.74	5	0.541131	12.0693	12.6105
29.1%	290.75	5	0.535346	12.0751	12.6105
29.1%	290.76	5	0.529557	12.0809	12.6105
29.1%	290.77	5	0.523774	12.0867	12.6105
29.1%	290.78	5	0.518006	12.0925	12.6105
29.1%	290.79	5	0.512265	12.0982	12.6105
29.1%	290.8	5	0.506558	12.104	12.6105
29.1%	290.81	5	0.500898	12.1096	12.6105
29.1%	290.82	5	0.495292	12.1152	12.6105
29.1%	290.83	5	0.489751	12.1208	12.6105
29.1%	290.84	5	0.484285	12.1263	12.6105
29.1%	290.85	5	0.478903	12.1316	12.6105
29.1%	290.86	5	0.473614	12.1369	12.6106
29.1%	290.87	5	0.468427	12.1421	12.6106
29.1%	290.88	5	0.463351	12.1472	12.6106
29.1%	290.89	5	0.458395	12.1522	12.6106
29.1%	290.9	5	0.453566	12.157	12.6106
29.1%	290.91	5	0.448871	12.1617	12.6106
29.1%	290.92	5	0.44432	12.1663	12.6106
29.1%	290.93	5	0.439917	12.1707	12.6106
29.1%	290.94	5	0.43567	12.1749	12.6106
29.1%	290.95	5	0.431585	12.179	12.6106
29.1%	290.96	5	0.427666	12.1829	12.6106
29.1%	290.97	5	0.423919	12.1867	12.6106
29.1%	290.98	5	0.420348	12.1903	12.6106
29.1%	290.99	5	0.416956	12.1936	12.6106
29.1%	291	5	0.413748	12.1969	12.6106
29.1%	291.01	5	0.410725	12.1999	12.6106
29.1%	291.02	5	0.40789	12.2027	12.6106
29.1%	291.03	5	0.405245	12.2054	12.6106
29.1%	291.04	5	0.402789	12.2078	12.6106
29.1%	291.05	5	0.400525	12.2101	12.6106
29.1%	291.06	5	0.398451	12.2122	12.6106
29.1%	291.07	5	0.396567	12.214	12.6106
29.1%	291.08	5	0.394872	12.2157	12.6106
29.1%	291.09	5	0.393365	12.2173	12.6106
29.1%	291.1	5	0.392043	12.2186	12.6106
29.1%	291.11	5	0.390904	12.2197	12.6106
29.1%	291.12	5	0.389945	12.2207	12.6106
29.1%	291.13	5	0.389164	12.2215	12.6106
29.1%	291.14	5	0.388555	12.2221	12.6106
29.1%	291.15	5	0.388117	12.2225	12.6106
29.1%	291.16	5	0.387843	12.2228	12.6106
29.1%	291.17	5	0.387731	12.2229	12.6106
29.1%	291.18	5	0.387775	12.2228	12.6106
29.1%	291.19	5	0.387971	12.2226	12.6106
29.1%	291.2	5	0.388312	12.2223	12.6106
29.1%	291.21	5	0.388795	12.2218	12.6106
29.1%	291.22	5	0.389414	12.2212	12.6106
29.1%	291.23	5	0.390164	12.2205	12.6106
29.1%	291.24	5	0.391039	12.2196	12.6106
29.1%	291.25	5	0.392033	12.2186	12.6106
29.1%	291.26	5	0.393142	12.2175	12.6106
29.1%	291.27	5	0.394359	12.2163	12.6106
29.1%	291.28	5	0.395679	12.2149	12.6106
29.1%	291.29	5	0.397097	12.2135	12.6106
29.1%	291.3	5	0.398608	12.212	12.6106
29.1%	291.31	5	0.400206	12.2104	12.6106
29.1%	291.32	5	0.401885	12.2087	12.6106
29.1%	291.33	5	0.403642	12.207	12.6106
29.1%	291.34	5	0.40547	12.2052	12.6106
29.1%	291.35	5	0.407365	12.2033	12.6106
29.1%	291.36	5	0.409322	12.2013	12.6106
29.1%	291.37	5	0.411336	12.1993	12.6106
29.1%	291.38	5	0.413404	12.1972	12.6106
29.1%	291.39	5	0.41552	12.1951	12.6106
29.1%	291.4	5	0.41768	12.193	12.6106
29.1%	291.41	5	0.41988	12.1908	12.6106
29.1%	291.42	5	0.422116	12.1885	12.6106
29.1%	291.43	5	0.424384	12.1863	12.6106
29.1%	291.44	5	0.42668	12.184	12.6106
29.1%	291.45	5	0.429001	12.1816	12.6106
29.1%	291.46	5	0.431342	12.1793	12.6106
29.1%	291.47	5	0.433702	12.1769	12.6106
29.1%	291.48	5	0.436075	12.1746	12.6106
29.1%	291.49	5	0.438459	12.1722	12.6106
